seed,test_acc,test_loss,best_val_loss,best_ckpt
123,98.4375,0.32275109986464184,0.300589072142596,outputs/runs/seed_123/best_mamba_cnn_seed123.pth
42,97.91666666666666,0.3399381736914317,0.32440003955551466,outputs/runs/seed_42/best_mamba_cnn_seed42.pth
789,97.91666666666666,0.32361095647017163,0.30481871260398347,outputs/runs/seed_789/best_mamba_cnn_seed789.pth
456,97.91666666666666,0.3365027606487274,0.3120797989568161,outputs/runs/seed_456/best_mamba_cnn_seed456.pth
1024,97.91666666666666,0.325923224290212,0.31738183292418876,outputs/runs/seed_1024/best_mamba_cnn_seed1024.pth
1,97.39583333333334,0.33917275071144104,0.3117371836569921,outputs/runs/seed_1/best_mamba_cnn_seed1.pth
