seed,test_acc,test_loss,best_val_loss,best_ckpt,model_size_kb
1,96.61458333333334,0.37698811292648315,0.36610557958093615,outputs/runs/seed_1/best_mamba_cnn_lite_seed1.pth,275.8984375
99,96.35416666666666,0.38058578968048096,0.3606644940625935,outputs/runs/seed_99/best_mamba_cnn_lite_seed99.pth,275.8984375
456,95.83333333333334,0.3729097743829091,0.3804608369684968,outputs/runs/seed_456/best_mamba_cnn_lite_seed456.pth,275.8984375
123,95.57291666666666,0.43169358372688293,0.3995511428847987,outputs/runs/seed_123/best_mamba_cnn_lite_seed123.pth,275.8984375
0,95.05208333333334,0.40298713246981305,0.3681489572475094,outputs/runs/seed_0/best_mamba_cnn_lite_seed0.pth,275.8984375
42,94.53125,0.4060640235741933,0.40677703612761973,outputs/runs/seed_42/best_mamba_cnn_lite_seed42.pth,275.8984375
789,93.75,0.40348775188128155,0.3908586547324795,outputs/runs/seed_789/best_mamba_cnn_lite_seed789.pth,275.8984375
1024,92.96875,0.43450871109962463,0.40805299541088924,outputs/runs/seed_1024/best_mamba_cnn_lite_seed1024.pth,275.8984375
