epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
38,990.406,0.17115,0.95622,1,0.19963,0.000857379,0.000857379,0.000857379
39,1016.35,0.15704,0.95096,1,0.17383,0.000849982,0.000849982,0.000849982
40,1043.16,0.15433,0.95271,0.9965,0.21427,0.000842431,0.000842431,0.000842431
41,1068.85,0.14852,0.95797,1,0.19691,0.000834731,0.000834731,0.000834731
42,1094.21,0.13254,0.96147,0.99825,0.1676,0.000826884,0.000826884,0.000826884
43,1120.44,0.13993,0.94221,1,0.21657,0.000818893,0.000818893,0.000818893
44,1146.93,0.16912,0.94396,0.99825,0.20277,0.000810763,0.000810763,0.000810763
45,1173.56,0.1404,0.95447,1,0.19977,0.000802497,0.000802497,0.000802497
46,1199.76,0.12503,0.96147,0.99825,0.17932,0.000794099,0.000794099,0.000794099
47,1227.04,0.10967,0.94571,0.99825,0.20848,0.000785571,0.000785571,0.000785571
48,1252.46,0.10297,0.95622,0.99825,0.21823,0.000776919,0.000776919,0.000776919
49,1278.37,0.11287,0.96497,1,0.12082,0.000768145,0.000768145,0.000768145
50,1303.31,0.08626,0.96673,1,0.16211,0.000759254,0.000759254,0.000759254
51,1328.81,0.10781,0.96147,0.99825,0.20151,0.00075025,0.00075025,0.00075025
52,1354.72,0.11304,0.96322,0.99825,0.19211,0.000741136,0.000741136,0.000741136
53,1379.34,0.1147,0.96322,0.99825,0.16359,0.000731916,0.000731916,0.000731916
54,1404.75,0.1039,0.96497,0.99825,0.18671,0.000722595,0.000722595,0.000722595
55,1431.28,0.10574,0.96322,0.99825,0.15901,0.000713177,0.000713177,0.000713177
56,1458.8,0.11722,0.96673,0.99825,0.14842,0.000703665,0.000703665,0.000703665
57,1485.2,0.10182,0.96497,0.99825,0.20804,0.000694064,0.000694064,0.000694064
58,1511.11,0.09522,0.96673,0.99825,0.1769,0.000684378,0.000684378,0.000684378
59,1535.98,0.08919,0.97373,0.99825,0.18273,0.000674612,0.000674612,0.000674612
60,1561.33,0.09131,0.97198,1,0.14941,0.000664769,0.000664769,0.000664769
61,1587.81,0.09076,0.95797,1,0.14969,0.000654854,0.000654854,0.000654854
62,1614.33,0.08755,0.97023,0.99825,0.13389,0.000644871,0.000644871,0.000644871
63,1640.63,0.08835,0.97548,1,0.16998,0.000634825,0.000634825,0.000634825
64,1666.46,0.07221,0.95797,1,0.18659,0.000624721,0.000624721,0.000624721
65,1693.12,0.07509,0.96497,1,0.18845,0.000614561,0.000614561,0.000614561
66,1719.71,0.07893,0.96848,1,0.18739,0.000604352,0.000604352,0.000604352
67,1745.44,0.07906,0.96322,1,0.19657,0.000594097,0.000594097,0.000594097
68,1772.34,0.07778,0.96848,1,0.164,0.000583801,0.000583801,0.000583801
69,1798.89,0.09166,0.96322,0.99825,0.18311,0.000573468,0.000573468,0.000573468
70,1825.56,0.08152,0.96497,0.99825,0.18269,0.000563104,0.000563104,0.000563104
71,1852.32,0.07775,0.96147,1,0.18261,0.000552712,0.000552712,0.000552712
72,1878.79,0.06218,0.96322,1,0.21014,0.000542297,0.000542297,0.000542297
73,1904.33,0.08239,0.96673,1,0.20176,0.000531864,0.000531864,0.000531864
74,1930.72,0.04661,0.96673,1,0.21032,0.000521417,0.000521417,0.000521417
75,1956.75,0.05979,0.96497,1,0.18239,0.000510961,0.000510961,0.000510961
76,1981.76,0.05462,0.97023,1,0.17749,0.0005005,0.0005005,0.0005005
77,2008.49,0.05934,0.96673,1,0.18941,0.000490039,0.000490039,0.000490039
78,2033.5,0.0574,0.97198,1,0.16563,0.000479583,0.000479583,0.000479583
79,2059.32,0.05908,0.97023,0.99825,0.17347,0.000469136,0.000469136,0.000469136
80,2086.06,0.05516,0.97198,0.99825,0.21043,0.000458703,0.000458703,0.000458703
81,2111.18,0.06255,0.96848,0.99825,0.19392,0.000448288,0.000448288,0.000448288
82,2136.69,0.05961,0.97023,0.99825,0.217,0.000437896,0.000437896,0.000437896
83,2162.83,0.06023,0.97198,0.99825,0.16608,0.000427532,0.000427532,0.000427532
84,2188.43,0.05334,0.97548,0.99825,0.15484,0.000417199,0.000417199,0.000417199
85,2215.47,0.04306,0.97198,0.99825,0.21009,0.000406903,0.000406903,0.000406903
86,2241.76,0.04444,0.96848,0.99825,0.18238,0.000396648,0.000396648,0.000396648
87,2267.46,0.04101,0.97023,0.99825,0.19979,0.000386439,0.000386439,0.000386439
88,2292.67,0.04705,0.97023,0.99825,0.1973,0.000376279,0.000376279,0.000376279
